element	sp_num	ritz_wl_vac(A)	Aki(s^-1)	fik	Acc	Type	
Na	8	"66.433"	"5.43e+10"	"3.59e-02"	D+		
Na	8	"66.498"	"1.72e+11"	"1.60e-01"	C		
Na	10	"66.9032"	"7.73e+10"	"1.73e-02"	A		
Na	8	"67.672"	"1.76e+11"	"1.69e-01"	C		
Na	7	"67.793"	"1.55e+10"	"2.14e-02"	D+		
Na	7	"67.793"	"6.23e+09"	"4.29e-03"	D		
Na	7	"67.827"	"4.97e+09"	"3.43e-03"	D		
Na	7	"67.829"	"2.89e+10"	"3.98e-02"	C		
Na	7	"67.827"	"1.12e+10"	"1.16e-02"	D+		
Na	7	"67.827"	"3.10e+10"	"1.07e-02"	D+		
Na	7	"67.829"	"5.77e+10"	"3.98e-02"	C		
Na	7	"67.863"	"1.15e+10"	"3.97e-03"	D		
Na	7	"67.863"	"3.68e+10"	"2.54e-02"	C		
Na	7	"67.863"	"4.84e+10"	"5.01e-02"	C		
Na	7	"67.876"	"1.67e+10"	"7.71e-03"	D+		
Na	7	"67.876"	"2.61e+10"	"1.80e-02"	C		
Na	7	"67.912"	"2.07e+10"	"1.43e-02"	C		
Na	7	"67.912"	"6.89e+10"	"6.35e-02"	C+		
Na	7	"67.912"	"3.45e+09"	"1.59e-03"	D		
Na	8	"68.193"	"5.72e+10"	"3.99e-02"	D+		
Na	7	"68.422"	"3.32e+10"	"4.66e-02"	C		
Na	7	"68.519"	"3.97e+10"	"4.19e-02"	C		
Na	7	"68.522"	"6.62e+09"	"4.66e-03"	D		
Na	7	"68.866"	"3.23e+10"	"4.60e-02"	C		
Na	7	"68.908"	"3.87e+10"	"4.13e-02"	C		
Na	7	"68.967"	"6.44e+09"	"4.59e-03"	D		
Na	8	"69.120"	"9.72e+10"	"1.16e-01"	C		
Na	7	"69.292"	"7.43e+09"	"1.07e-02"	D		
Na	7	"69.314"	"2.97e+10"	"2.14e-02"	D+		
Na	7	"69.395"	"3.70e+10"	"2.67e-02"	C		
Na	7	"69.417"	"1.48e+10"	"5.34e-03"	D		
Na	7	"69.803"	"6.28e+08"	"9.17e-04"	E		
Na	7	"69.826"	"2.50e+09"	"1.83e-03"	E		
Na	7	"69.907"	"3.13e+09"	"2.29e-03"	D		
Na	7	"69.930"	"1.25e+09"	"4.58e-04"	E		
Na	8	"70.120"	"7.17e+09"	"1.59e-02"	C		
Na	9	"70.615"	"1.40e+11"	"2.09e-01"	A		
Na	7	"70.640"	"5.11e+09"	"7.65e-03"	D		
Na	9	"70.653"	"1.40e+11"	"1.05e-01"	A		
Na	7	"70.747"	"1.02e+09"	"7.64e-04"	E		
Na	7	"70.747"	"6.11e+09"	"6.88e-03"	D+		
Na	8	"71.583"	"7.55e+10"	"1.74e-01"	D+		
Na	8	"71.799"	"3.46e+10"	"8.03e-02"	D		
Na	7	"71.919"	"9.48e+09"	"1.47e-02"	D+		
Na	7	"72.020"	"6.94e+10"	"7.20e-02"	C+		
Na	7	"72.030"	"1.13e+10"	"1.32e-02"	D+		
Na	7	"72.030"	"1.89e+09"	"1.47e-03"	D		
Na	7	"72.077"	"4.62e+09"	"3.60e-03"	D+		
Na	7	"72.079"	"6.47e+10"	"7.56e-02"	C		
K	19	"72.34784"	"1.57e+10"	"1.23e-02"	AA		
K	19	"72.36140"	"5.86e+10"	"4.60e-02"	AA		
K	19	"72.66507"	"3.24e+10"	"1.28e-02"	AA		
K	19	"72.66764"	"1.29e+10"	"5.11e-03"	AA		
Na	7	"72.865"	"3.09e+10"	"3.28e-02"	C		
Na	7	"72.865"	"2.06e+09"	"1.64e-03"	D		
Na	7	"72.867"	"2.88e+10"	"3.44e-02"	C		
Na	7	"74.121"	"2.27e+10"	"2.81e-02"	C		
Na	7	"74.180"	"5.30e+10"	"4.37e-02"	C		
Na	7	"74.217"	"5.81e+10"	"9.60e-02"	C		
Na	7	"74.255"	"9.76e+10"	"1.21e-01"	C+		
Na	7	"74.257"	"7.43e+10"	"6.14e-02"	C		
Na	7	"74.268"	"1.40e+11"	"1.54e-01"	C+		
Na	7	"74.314"	"4.17e+10"	"3.45e-02"	C		
Na	7	"74.316"	"6.96e+09"	"3.84e-03"	D+		
Na	7	"74.861"	"7.26e+10"	"1.22e-01"	C		
Na	8	"74.954"	"2.15e+10"	"3.01e-02"	C+		
Na	8	"74.964"	"2.62e+10"	"6.63e-02"	C+		
Na	7	"74.980"	"8.70e+10"	"1.10e-01"	C+		
Na	8	"75.005"	"1.90e+10"	"1.60e-02"	C		
Na	7	"74.981"	"1.45e+10"	"1.22e-02"	D+		
Na	7	"74.988"	"4.96e+09"	"2.79e-03"	D		
Na	7	"74.991"	"5.52e+08"	"4.65e-04"	E		
Na	7	"74.991"	"5.50e+09"	"2.32e-03"	D		
Na	8	"75.044"	"7.07e+10"	"5.97e-02"	B		
Na	8	"75.096"	"4.72e+10"	"2.39e-02"	C+		
Na	7	"75.124"	"1.50e+09"	"2.54e-03"	D		
Na	7	"75.197"	"1.79e+09"	"2.28e-03"	D		
Na	7	"75.244"	"2.99e+08"	"2.54e-04"	E		
Na	8	"75.385"	"1.29e+10"	"3.30e-02"	C		
Na	8	"75.427"	"3.42e+10"	"2.92e-02"	C+		
Na	8	"75.518"	"4.07e+10"	"2.09e-02"	C+		
Na	8	"76.123"	"4.94e+10"	"6.01e-02"	B		
Na	8	"76.124"	"3.81e+10"	"5.52e-02"	C+		
Na	8	"76.131"	"2.81e+10"	"7.32e-02"	C+		
Na	8	"76.173"	"1.88e+10"	"1.63e-02"	C		
Na	8	"76.217"	"1.09e+10"	"9.53e-03"	C		
Na	8	"76.267"	"1.18e+09"	"6.19e-04"	D+		
Na	7	"76.502"	"3.80e+09"	"5.00e-03"	D+		
Na	7	"76.564"	"8.84e+09"	"7.77e-03"	D+		
Na	7	"76.827"	"1.37e+11"	"1.21e-01"	C+		
Na	7	"76.862"	"1.37e+11"	"1.82e-01"	C+		
Na	7	"77.225"	"1.31e+09"	"1.17e-03"	E		
Na	8	"77.266"	"1.87e+11"	"5.02e-01"	A		
Na	7	"77.353"	"2.61e+09"	"1.17e-03"	D		
Na	9	"77.764"	"3.65e+11"	"6.62e-01"	A		
Na	9	"77.911"	"4.36e+11"	"5.96e-01"	A		
Na	9	"77.923"	"7.27e+10"	"6.62e-02"	A		
Na	7	"78.797"	"3.78e+09"	"1.76e-03"	D		
Na	7	"78.840"	"3.40e+09"	"2.11e-03"	D		
Na	7	"78.842"	"3.78e+08"	"3.52e-04"	E		
Na	7	"78.907"	"1.10e+11"	"1.37e-01"	C+		
Na	7	"78.980"	"7.29e+09"	"6.82e-03"	D+		
Na	7	"78.982"	"1.02e+11"	"1.43e-01"	C+		
Na	7	"79.453"	"2.01e+09"	"2.85e-03"	D		
Na	7	"79.436"	"1.34e+10"	"1.27e-02"	D+		
Na	7	"79.451"	"2.81e+10"	"2.66e-02"	C		
Na	7	"79.571"	"2.68e+10"	"1.27e-02"	D+		
Na	7	"79.676"	"5.53e+09"	"5.26e-03"	D		
Na	7	"79.676"	"1.38e+09"	"2.63e-03"	D		
Na	7	"79.759"	"5.56e+09"	"1.06e-02"	D+		
Na	7	"79.760"	"2.75e+09"	"1.31e-03"	D		
Na	7	"79.760"	"6.89e+09"	"6.57e-03"	D+		
Na	7	"79.786"	"2.23e+10"	"2.13e-02"	D+		
Na	7	"79.893"	"9.77e+09"	"1.87e-02"	D+		
Na	7	"79.895"	"2.77e+10"	"2.65e-02"	C		
Na	7	"79.922"	"1.11e+10"	"5.31e-03"	D+		
Na	7	"80.008"	"1.17e+10"	"1.68e-02"	C		
Na	7	"80.030"	"1.95e+09"	"1.87e-03"	D		
Na	7	"80.130"	"9.30e+09"	"1.79e-02"	D+		
Na	7	"80.177"	"1.86e+10"	"1.79e-02"	C		
Na	7	"80.246"	"2.77e+10"	"1.78e-02"	C		
Na	6	"80.645"	"4.81e+10"	"6.57e-02"	D		
Na	8	"80.756"	"6.26e+10"	"2.04e-02"	D		
Na	9	"81.176"	"2.31e+10"	"2.28e-02"	A		
Na	8	"81.210"	"1.51e+11"	"2.49e-01"	B		
Na	9	"81.350"	"4.62e+10"	"2.29e-02"	A		
Na	7	"81.359"	"1.43e+10"	"2.13e-02"	C		
Na	7	"81.430"	"3.33e+10"	"3.31e-02"	C		
Na	7	"81.489"	"2.13e+09"	"2.12e-03"	D		
Na	7	"81.487"	"1.91e+10"	"1.27e-02"	C		
Na	6	"81.543"	"3.91e+10"	"5.45e-02"	D		
Na	7	"81.855"	"3.24e+10"	"4.34e-02"	C		
Na	7	"82.636"	"4.05e+10"	"4.15e-02"	C		
Na	7	"82.685"	"4.05e+10"	"8.30e-02"	C		
Na	11	"82.875330"	"1.40e+10"	"2.88e-02"			
Na	11	"82.880019"	"8.82e+09"	"1.82e-02"			
Na	11	"82.883559"	"1.53e+09"	"1.58e-03"			
Na	11	"82.888637"	"8.85e+09"	"9.12e-03"			
Na	11	"82.9819360"	"1.65e+10"	"2.56e-02"			
Na	11	"82.982117"	"1.68e+10"	"2.60e-02"			
Na	11	"82.9847883"	"6.80e+07"	"7.02e-05"			
Na	11	"82.984990"	"2.81e+09"	"2.90e-03"			
Na	11	"82.993241"	"3.10e+09"	"1.60e-03"			
Na	11	"82.9934284"	"6.92e+08"	"3.57e-04"			
Na	11	"83.0170064"	"1.77e+10"	"2.44e-02"			
Na	11	"83.0184431"	"1.18e+09"	"1.22e-03"			
Na	11	"83.0212980"	"5.15e+08"	"3.55e-04"			
Na	8	"83.240"	"2.23e+11"	"6.94e-01"	A		
Na	8	"83.288"	"3.00e+11"	"5.20e-01"	A		
Na	8	"83.291"	"1.67e+11"	"1.74e-01"	A		
Na	8	"83.391"	"3.99e+11"	"5.83e-01"	A+		
Na	8	"83.399"	"9.99e+10"	"1.04e-01"	A		
Na	8	"83.402"	"1.11e+10"	"6.95e-03"	A		
Na	6	"83.639"	"5.11e+10"	"7.50e-02"	D		
Na	7	"83.987"	"6.53e+09"	"6.91e-03"	D		
Na	7	"84.038"	"1.63e+09"	"3.45e-03"	D		
Na	8	"84.050"	"1.11e+11"	"1.17e-01"	B		
Na	7	"84.080"	"3.26e+09"	"1.73e-03"	D		
Na	7	"84.131"	"8.12e+09"	"8.62e-03"	D+		
Na	7	"84.218"	"4.30e+09"	"3.05e-03"	D+		
Na	7	"84.218"	"4.01e+10"	"4.26e-02"	C		
Na	7	"84.221"	"2.87e+09"	"4.57e-03"	D+		
Na	7	"84.221"	"3.86e+10"	"4.11e-02"	C		
Na	7	"84.828"	"2.49e+10"	"4.03e-02"	C		
Na	7	"85.260"	"2.55e+10"	"3.71e-02"	C		
Na	7	"85.295"	"1.71e+09"	"1.86e-03"	D		
Na	7	"85.297"	"2.38e+10"	"3.90e-02"	C		
Na	7	"85.299"	"3.22e+10"	"3.51e-02"	C		
Na	7	"85.455"	"6.39e+10"	"3.50e-02"	C		
Na	7	"85.602"	"2.04e+09"	"4.48e-03"	D		
Na	8	"85.826"	"5.87e+10"	"1.95e-01"	B		
Na	8	"85.861"	"2.58e+11"	"9.51e-02"	B		
Na	8	"85.887"	"8.74e+10"	"9.67e-02"	B		
Na	8	"85.935"	"2.74e+10"	"5.06e-02"	C+		
Na	8	"85.992"	"1.14e+11"	"7.56e-02"	B		
Na	8	"86.040"	"2.33e+11"	"2.59e-01"	B+		
Na	8	"86.381"	"2.98e+11"	"1.00e+00"	B+		
Na	8	"86.428"	"4.02e+11"	"7.51e-01"	B+		
Na	8	"86.443"	"1.81e+11"	"2.02e-01"	B		
Na	8	"86.479"	"4.88e+11"	"7.65e-01"	B+		
Na	8	"86.534"	"8.12e+10"	"9.11e-02"	B		
Na	8	"86.549"	"7.23e+09"	"4.87e-03"	C		
Na	7	"86.597"	"8.41e+10"	"1.89e-01"	C+		
Na	7	"86.652"	"1.01e+11"	"1.70e-01"	C+		
Na	7	"86.757"	"1.67e+10"	"1.89e-02"	C		
Na	8	"86.761"	"1.80e+10"	"1.22e-02"	C+		
Na	7	"87.053"	"1.08e+09"	"2.46e-03"	D		
Na	10	"87.1134"	"2.05e+09"	"3.89e-03"	A		
Na	10	"87.1134"	"2.06e+09"	"2.34e-03"	A		
Na	10	"87.1134"	"2.05e+09"	"7.79e-04"	A		
Na	6	"87.141"	"8.20e+10"	"9.34e-02"	D		
Na	7	"87.153"	"5.39e+09"	"6.14e-03"	D+		
Na	8	"87.211"	"5.65e+11"	"9.02e-01"	B+		
Na	6	"87.211"	"8.21e+10"	"1.31e-01"	D		
Na	7	"87.465"	"8.64e+08"	"6.61e-04"	D		
Na	7	"87.468"	"5.77e+08"	"9.92e-04"	D		
Na	7	"87.465"	"8.07e+09"	"9.26e-03"	D+		
Na	7	"87.468"	"7.79e+09"	"8.93e-03"	D+		
Na	6	"88.223"	"5.66e+10"	"1.98e-01"	E		
Na	6	"88.248"	"7.61e+10"	"1.48e-01"	D		
Na	6	"88.270"	"1.02e+11"	"1.66e-01"	D+		
Na	6	"88.277"	"4.24e+10"	"4.95e-02"	E		
Na	6	"88.338"	"2.54e+10"	"2.97e-02"	E		
Na	6	"88.368"	"2.82e+09"	"1.98e-03"	E		
Na	6	"88.461"	"2.61e+10"	"3.93e-02"	D		
Na	6	"88.461"	"1.15e+08"	"9.61e-05"	E		
Na	6	"88.461"	"2.91e+09"	"3.41e-03"	E		
Na	6	"88.468"	"4.07e+09"	"4.77e-03"	E		
Na	6	"88.468"	"2.31e+10"	"3.80e-02"	E		
Na	6	"88.471"	"2.19e+10"	"4.28e-02"	E		
Na	7	"88.697"	"1.60e+10"	"3.77e-02"	C		
Na	7	"88.746"	"6.39e+10"	"7.54e-02"	C		
Na	7	"88.866"	"7.95e+10"	"9.41e-02"	C+		
Na	7	"88.915"	"3.17e+10"	"1.88e-02"	C		
Na	10	"88.9762"	"2.03e+09"	"7.22e-03"	A		
Na	10	"89.0099"	"1.42e+08"	"5.07e-04"	A		
Na	10	"89.0231"	"4.27e+08"	"5.07e-04"	A		
Na	10	"89.0795"	"7.10e+08"	"5.07e-04"	A		
Na	10	"89.1230"	"2.82e+09"	"3.36e-03"	A		
Na	10	"89.1230"	"2.82e+09"	"1.12e-03"	A		
Na	10	"89.1230"	"2.82e+09"	"5.60e-03"	A		
Na	8	"89.759"	"9.93e+09"	"3.60e-02"	A		
Na	8	"89.818"	"2.98e+10"	"3.61e-02"	A		
Na	8	"89.948"	"4.98e+10"	"3.63e-02"	A		
Na	10	"90.0716"	"1.73e+06"	"3.50e-06"	A		
Na	10	"90.0716"	"4.32e+07"	"5.25e-05"	A		
Na	10	"90.0716"	"1.73e+08"	"7.00e-05"	A		
Na	10	"90.0732"	"2.59e+07"	"3.15e-05"	A		
Na	10	"90.0732"	"1.29e+08"	"9.45e-05"	A		
Na	10	"90.0941"	"1.45e+08"	"1.26e-04"	A		
Na	10	"90.1021"	"1.38e+08"	"1.01e-04"	A		
Na	7	"90.177"	"2.85e+10"	"6.96e-02"	C		
Na	11	"90.193439"	"2.30e+10"	"5.61e-02"			
Na	11	"90.198982"	"1.40e+10"	"3.42e-02"			
Na	11	"90.208920"	"2.48e+09"	"3.03e-03"			
Na	11	"90.215194"	"1.40e+10"	"1.71e-02"			
Na	8	"90.252"	"1.35e+11"	"1.65e-01"	B		
Na	7	"90.284"	"3.42e+10"	"6.26e-02"	C		
Na	7	"90.284"	"5.69e+09"	"6.95e-03"	D+		
Na	11	"90.3177205"	"2.94e+10"	"5.39e-02"			
Na	11	"90.317932"	"2.75e+10"	"5.04e-02"			
Na	11	"90.3230866"	"1.15e+08"	"1.41e-04"			
Na	11	"90.323336"	"4.59e+09"	"5.61e-03"			
Na	11	"90.338862"	"5.02e+09"	"3.07e-03"			
Na	11	"90.3393433"	"1.17e+09"	"7.16e-04"			
Na	11	"90.3582664"	"3.14e+10"	"5.12e-02"			
Na	11	"90.3609693"	"2.09e+09"	"2.56e-03"			
Na	11	"90.3663406"	"1.04e+09"	"8.49e-04"			
Na	10	"90.4342"	"1.22e+09"	"4.97e-04"	A		
Na	6	"90.468"	"1.04e+11"	"1.79e-01"	D+		
Na	8	"90.536"	"2.54e+11"	"5.21e-01"	A		
Na	7	"90.825"	"1.31e+08"	"1.62e-04"	E		
Na	7	"90.822"	"1.18e+09"	"9.70e-04"	D		
Na	7	"90.825"	"1.31e+09"	"8.08e-04"	E		
Na	10	"91.0597"	"2.76e+09"	"1.03e-02"	A		
Na	7	"91.061"	"2.35e+09"	"4.38e-03"	D+		
Na	7	"91.058"	"3.29e+10"	"4.09e-02"	C		
Na	7	"91.075"	"3.17e+10"	"3.94e-02"	C		
Na	7	"91.072"	"3.52e+09"	"2.92e-03"	D+		
Na	10	"91.1284"	"1.97e+08"	"7.35e-04"	A		
Na	10	"91.1422"	"5.90e+08"	"7.35e-04"	A		
Na	10	"91.2013"	"9.82e+08"	"7.35e-04"	A		
Na	7	"92.003"	"1.77e+11"	"2.99e-01"	B		
Na	7	"92.003"	"1.18e+10"	"1.50e-02"	C		
Na	7	"92.006"	"1.65e+11"	"3.14e-01"	B		
Na	10	"92.0950"	"4.01e+09"	"1.70e-03"	A		
Na	10	"92.0950"	"4.02e+09"	"8.51e-03"	A		
Na	10	"92.0950"	"4.02e+09"	"5.11e-03"	A		
Na	10	"92.2217"	"2.40e+06"	"5.11e-06"	A		
Na	10	"92.2217"	"6.02e+07"	"7.67e-05"	A		
Na	10	"92.2217"	"2.40e+08"	"1.02e-04"	A		
Na	10	"92.2234"	"1.80e+08"	"1.38e-04"	A		
Na	10	"92.2234"	"3.61e+07"	"4.60e-05"	A		
Na	10	"92.2393"	"1.93e+08"	"1.48e-04"	A		
Na	10	"92.2453"	"2.02e+08"	"1.84e-04"	A		
Na	10	"92.6024"	"1.67e+09"	"7.17e-04"	A		
Na	7	"92.746"	"3.63e+10"	"4.68e-02"	C		
Na	7	"92.775"	"9.07e+10"	"2.34e-01"	C+		
Na	7	"92.809"	"1.81e+11"	"1.17e-01"	C+		
Na	7	"92.838"	"2.89e+10"	"3.74e-02"	C		
Na	7	"92.883"	"6.49e+10"	"1.26e-01"	C+		
Na	7	"92.931"	"9.74e+10"	"8.41e-02"	C+		
Na	7	"92.976"	"1.51e+11"	"1.96e-01"	B		
Na	8	"93.119"	"1.77e+10"	"3.85e-02"	C+		
Na	8	"93.197"	"2.33e+10"	"9.09e-02"	C+		
Na	8	"93.243"	"5.24e+10"	"6.84e-02"	B		
Na	8	"93.270"	"1.72e+10"	"2.25e-02"	C+		
Na	8	"93.339"	"6.92e+10"	"3.01e-02"	C+		
Na	8	"93.393"	"2.90e+10"	"2.27e-02"	C+		
Na	7	"93.393"	"1.69e+11"	"4.43e-01"	B		
Na	7	"93.434"	"2.84e+11"	"5.57e-01"	B		
Na	7	"93.457"	"2.16e+11"	"2.83e-01"	B		
Na	7	"93.486"	"4.05e+11"	"7.07e-01"	B+		
Na	7	"93.528"	"1.21e+11"	"1.59e-01"	B		
Na	7	"93.550"	"2.02e+10"	"1.77e-02"	C		
Na	8	"93.669"	"3.14e+11"	"1.24e+00"	B+		
Na	8	"93.899"	"5.15e+10"	"4.08e-02"	B		
Na	7	"93.910"	"3.66e+10"	"9.68e-02"	C		
Na	7	"94.026"	"4.38e+10"	"8.70e-02"	C+		
Na	7	"94.026"	"7.29e+09"	"9.66e-03"	D+		
Na	10	"94.141"	"3.94e+09"	"1.57e-02"	A		
Na	10	"94.271"	"2.83e+08"	"1.13e-03"	A		
Na	10	"94.285"	"8.48e+08"	"1.13e-03"	A		
Na	7	"94.288"	"2.20e+11"	"5.88e-01"	B		
Na	10	"94.349"	"1.41e+09"	"1.13e-03"	A		
Na	7	"94.467"	"2.63e+11"	"5.29e-01"	B		
Na	7	"94.478"	"4.40e+10"	"5.88e-02"	C		
Na	6	"95.182"	"7.33e+10"	"1.28e-01"	D+		
Na	6	"95.255"	"8.16e+09"	"1.11e-02"	E		
Na	6	"95.263"	"6.51e+10"	"1.24e-01"	D		
Na	6	"95.307"	"3.22e+08"	"3.13e-04"	E		
Na	6	"95.316"	"1.15e+10"	"1.56e-02"	E		
Na	6	"95.319"	"6.17e+10"	"1.40e-01"	D		
Na	10	"95.402"	"2.83e+08"	"2.32e-04"	A		
Na	10	"95.408"	"3.53e+06"	"8.02e-06"	A		
Na	10	"95.408"	"3.52e+08"	"1.60e-04"	A		
Na	10	"95.408"	"8.79e+07"	"1.20e-04"	A		
Na	10	"95.409"	"5.29e+07"	"7.22e-05"	A		
Na	10	"95.409"	"2.65e+08"	"2.17e-04"	A		
Na	10	"95.433"	"2.96e+08"	"2.89e-04"	A		
Na	10	"95.816"	"2.42e+09"	"1.11e-03"	A		
Na	6	"95.933"	"6.64e+10"	"9.16e-02"	C		
Na	7	"95.963"	"4.20e+10"	"1.16e-01"	C		
Na	7	"95.963"	"4.20e+10"	"5.80e-02"	C		
Na	7	"96.058"	"4.98e+08"	"6.89e-04"	D		
Na	7	"96.066"	"3.56e+07"	"7.38e-05"	E		
Na	7	"96.173"	"5.32e+07"	"4.92e-05"	E		
Na	7	"96.181"	"4.79e+08"	"6.64e-04"	E		
Na	6	"96.475"	"7.30e+10"	"1.43e-01"	C+		
Na	10	"96.808"	"5.98e+09"	"1.40e-02"	A		
Na	10	"96.808"	"5.97e+09"	"8.39e-03"	A		
Na	10	"96.808"	"5.98e+09"	"2.80e-03"	A		
Na	7	"96.845"	"3.63e+11"	"2.55e-01"	B		
Na	7	"96.872"	"3.63e+11"	"5.10e-01"	B		
Na	7	"96.922"	"3.62e+11"	"7.65e-01"	B+		
Na	7	"97.006"	"2.40e+10"	"2.26e-02"	C		
Na	7	"97.014"	"2.67e+09"	"3.77e-03"	D		
Na	7	"97.058"	"2.68e+10"	"1.89e-02"	C		
Na	7	"97.790"	"3.83e+10"	"5.49e-02"	C		
Na	7	"97.790"	"9.59e+09"	"2.75e-02"	C		
Na	7	"97.916"	"4.77e+10"	"6.86e-02"	C+		
Na	7	"97.916"	"1.91e+10"	"1.37e-02"	C		
Na	7	"98.010"	"3.39e+10"	"3.25e-02"	C		
Na	7	"98.019"	"3.76e+09"	"5.42e-03"	D+		
Na	7	"98.064"	"3.76e+10"	"2.71e-02"	C		
Na	7	"98.080"	"2.32e+11"	"6.70e-01"	B		
Na	8	"98.080"	"2.98e+10"	"1.43e-02"	B+		
Na	7	"98.191"	"2.78e+11"	"6.02e-01"	B		
Na	7	"98.207"	"4.63e+10"	"6.69e-02"	C+		
Na	6	"98.302"	"2.54e+10"	"3.68e-02"	E		
Na	6	"98.302"	"4.56e+10"	"1.10e-01"	D		
Na	6	"98.302"	"1.53e+10"	"2.21e-02"	E		
Na	6	"98.302"	"1.69e+09"	"1.47e-03"	E		
Na	6	"98.302"	"3.38e+10"	"1.47e-01"	E		
Na	6	"98.302"	"6.11e+10"	"1.24e-01"	D		
Na	7	"98.378"	"4.11e+11"	"7.95e-01"	B+		
Na	7	"98.386"	"2.74e+10"	"3.97e-02"	C		
Na	7	"98.394"	"3.84e+11"	"8.35e-01"	B+		
Na	7	"98.765"	"2.72e+09"	"1.99e-03"	D		
Na	7	"98.836"	"2.44e+09"	"2.38e-03"	D		
Na	7	"98.839"	"2.71e+08"	"3.97e-04"	E		
Na	10	"99.028"	"5.87e+09"	"2.59e-02"	A		
Na	10	"99.274"	"4.29e+08"	"1.90e-03"	A		
Na	10	"99.291"	"1.29e+09"	"1.90e-03"	A		
Na	10	"99.361"	"2.14e+09"	"1.90e-03"	A		
Na	7	"99.421"	"2.58e+11"	"5.10e-01"	B+		
Na	6	"99.496"	"1.68e+10"	"7.50e-02"	D+		
Na	6	"99.501"	"1.25e+10"	"3.10e-02"	D+		
Na	7	"99.552"	"1.72e+10"	"2.55e-02"	C		
Na	7	"99.556"	"2.40e+11"	"5.35e-01"	B		
Na	6	"99.564"	"1.41e+10"	"2.10e-02"	D+		
Na	6	"99.616"	"4.45e+10"	"6.62e-02"	C		
Na	7	"99.669"	"1.30e+10"	"1.29e-02"	C		
Na	7	"99.678"	"8.68e+09"	"1.94e-02"	C		
Na	7	"99.669"	"1.22e+11"	"1.81e-01"	B		
Na	7	"99.678"	"1.17e+11"	"1.75e-01"	C+		
Na	6	"99.680"	"2.53e+10"	"2.26e-02"	D+		
Na	10	"100.424"	"4.39e+08"	"3.98e-04"	A		
Na	6	"100.471"	"4.32e+10"	"1.09e-01"	C		
Na	10	"100.475"	"1.37e+08"	"2.07e-04"	A		
Na	10	"100.475"	"5.47e+06"	"1.38e-05"	A		
Na	10	"100.475"	"5.47e+08"	"2.76e-04"	A		
Na	10	"100.477"	"8.19e+07"	"1.24e-04"	A		
Na	10	"100.477"	"4.11e+08"	"3.73e-04"	A		
Na	10	"100.503"	"4.59e+08"	"4.97e-04"	A		
Na	6	"100.514"	"5.51e+10"	"1.17e-01"	C+		
Na	6	"100.588"	"1.17e+10"	"1.78e-02"	D+		
Na	7	"100.717"	"2.54e+10"	"2.58e-02"	C		
Na	7	"100.721"	"2.83e+10"	"2.15e-02"	C		
Na	7	"100.721"	"2.83e+09"	"4.30e-03"	D+		
Na	5	"100.880"	"2.00e+09"	"2.03e-03"	E		
Na	5	"100.880"	"1.86e+10"	"2.84e-02"	D		
Na	5	"100.884"	"1.80e+10"	"2.74e-02"	D		
Na	5	"100.884"	"1.33e+09"	"3.04e-03"	E		
Na	10	"100.929"	"3.65e+09"	"1.86e-03"	A		
Na	7	"101.190"	"1.30e+10"	"2.99e-02"	C		
Na	7	"101.309"	"1.08e+10"	"3.32e-02"	C		
Na	7	"101.318"	"2.16e+09"	"3.32e-03"	D		
Na	7	"101.783"	"1.02e+11"	"1.58e-01"	B		
Na	7	"101.787"	"7.30e+09"	"1.70e-02"	C		
Na	7	"101.918"	"9.76e+10"	"1.52e-01"	C+		
Na	7	"101.914"	"1.09e+10"	"1.13e-02"	C		
Na	8	"102.042"	"1.99e+10"	"9.31e-02"	C+		
Na	7	"102.235"	"1.06e+11"	"1.66e-01"	B		
Na	7	"102.233"	"6.45e+09"	"2.02e-02"	D+		
Na	7	"102.235"	"1.13e+10"	"1.18e-02"	C		
Na	7	"102.243"	"3.22e+10"	"5.05e-02"	C		
Na	7	"102.244"	"7.57e+09"	"1.78e-02"	C		
Na	7	"102.244"	"1.02e+11"	"1.60e-01"	C+		
Na	7	"102.282"	"2.57e+10"	"4.03e-02"	C		
Na	7	"102.291"	"1.29e+10"	"1.01e-02"	D+		
Na	7	"102.390"	"4.48e+10"	"9.39e-02"	C+		
Na	7	"102.439"	"2.98e+09"	"4.69e-03"	D+		
Na	7	"102.448"	"4.17e+10"	"9.85e-02"	C+		
Na	6	"103.004"	"9.64e+09"	"4.60e-02"	D		
Na	6	"103.077"	"2.80e+10"	"4.47e-02"	C		
Na	6	"103.201"	"4.40e+10"	"4.22e-02"	C		
Na	7	"103.349"	"2.16e+10"	"6.93e-02"	C		
Na	7	"103.359"	"1.08e+11"	"1.73e-01"	C+		
Na	7	"103.399"	"8.67e+10"	"1.39e-01"	C+		
Na	7	"103.410"	"4.32e+10"	"3.46e-02"	C		
Na	7	"103.777"	"1.80e+10"	"4.35e-02"	C		
Na	7	"103.842"	"2.48e+10"	"8.00e-02"	C		
Na	7	"103.893"	"4.19e+10"	"6.77e-02"	C+		
Na	7	"103.920"	"9.86e+09"	"1.60e-02"	D+		
Na	7	"103.921"	"7.91e+09"	"1.28e-02"	D+		
Na	7	"104.000"	"4.92e+10"	"3.99e-02"	C		
Na	7	"104.036"	"2.67e+10"	"2.89e-02"	C		
Na	7	"104.871"	"1.42e+11"	"2.34e-01"	C+		
Na	7	"104.955"	"1.42e+11"	"4.68e-01"	B		
Na	10	"105.104"	"9.40e+09"	"5.19e-03"	A		
Na	10	"105.104"	"9.42e+09"	"2.60e-02"	A		
